date,price,address,street,locality,settlement,postcode,postcode_district,category,property_type,new_build,tenure,district,settlement_zone,in_search_geography,residential_comparable,exclusion_reason,txn_id,url
2021-01-26,715700,"10, SOUTHWOLD ROAD, MARKET RASEN, MARKET RASEN, LN8 3WJ",SOUTHWOLD ROAD,,MARKET RASEN,LN8 3WJ,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,1061746E-D45D-3C34-E063-4804A8C0F9E7,http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-D45D-3C34-E063-4804A8C0F9E7/current
2021-03-15,550000,"8, ROMAN FIELDS, MARKET RASEN, MARKET RASEN, LN8 3ZG",ROMAN FIELDS,,MARKET RASEN,LN8 3ZG,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,E7B085FD-391E-7E31-E053-6C04A8C0E67F,http://landregistry.data.gov.uk/data/ppi/transaction/E7B085FD-391E-7E31-E053-6C04A8C0E67F/current
2021-09-30,661000,"THE PINES, WILLINGHAM ROAD, MARKET RASEN, MARKET RASEN, LN8 3RE",WILLINGHAM ROAD,,MARKET RASEN,LN8 3RE,LN8,A,Detached,no,freehold,WEST LINDSEY,town,no,yes,,D93B27B0-F340-3100-E053-6C04A8C08887,http://landregistry.data.gov.uk/data/ppi/transaction/D93B27B0-F340-3100-E053-6C04A8C08887/current
2021-10-26,1320000,"GLEBE FARM, WILLINGHAM ROAD, MARKET RASEN, MARKET RASEN, LN8 3RQ",WILLINGHAM ROAD,,MARKET RASEN,LN8 3RQ,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,DE2D0CE0-8A66-51EE-E053-6C04A8C00671,http://landregistry.data.gov.uk/data/ppi/transaction/DE2D0CE0-8A66-51EE-E053-6C04A8C00671/current
2022-05-04,582000,"HIGHFIELD, LINWOOD ROAD, MARKET RASEN, MARKET RASEN, LN8 3QE",LINWOOD ROAD,,MARKET RASEN,LN8 3QE,LN8,B,Detached,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value,E53EDD2E-AA45-83EC-E053-6B04A8C03A59,http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2E-AA45-83EC-E053-6B04A8C03A59/current
2022-06-08,615000,"THE GRANGE, KING STREET, MARKET RASEN, MARKET RASEN, LN8 3BB",KING STREET,,MARKET RASEN,LN8 3BB,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,0E082197-72BC-5C09-E063-4704A8C0A10E,http://landregistry.data.gov.uk/data/ppi/transaction/0E082197-72BC-5C09-E063-4704A8C0A10E/current
2022-06-24,550000,"THE CHESTNUTS, GALLAMORE LANE, MARKET RASEN, MARKET RASEN, LN8 3HZ",GALLAMORE LANE,,MARKET RASEN,LN8 3HZ,LN8,A,Detached,no,freehold,WEST LINDSEY,town,no,yes,,E53EDD2D-E3F5-83EC-E053-6B04A8C03A59,http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2D-E3F5-83EC-E053-6B04A8C03A59/current
2022-09-09,700000,"BELMONT, LEGSBY ROAD, MARKET RASEN, MARKET RASEN, LN8 3DZ",LEGSBY ROAD,,MARKET RASEN,LN8 3DZ,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,F16F63C6-75A3-0491-E053-6C04A8C032ED,http://landregistry.data.gov.uk/data/ppi/transaction/F16F63C6-75A3-0491-E053-6C04A8C032ED/current
2023-02-10,2009999,"WOODHILL FARM, LEGSBY ROAD, MARKET RASEN, MARKET RASEN, LN8 3DZ",LEGSBY ROAD,,MARKET RASEN,LN8 3DZ,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,F5E8B082-3D1D-3A13-E053-6C04A8C060B7,http://landregistry.data.gov.uk/data/ppi/transaction/F5E8B082-3D1D-3A13-E053-6C04A8C060B7/current
2023-05-02,794950,"HAMBLETON HILL, TEALBY ROAD, MARKET RASEN, MARKET RASEN, LN8 3UL",TEALBY ROAD,,MARKET RASEN,LN8 3UL,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,09266DDC-6251-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDC-6251-AF90-E063-4704A8C02087/current
2023-07-04,675000,"THE CLOSE, GALLAMORE LANE, MARKET RASEN, MARKET RASEN, LN8 3HZ",GALLAMORE LANE,,MARKET RASEN,LN8 3HZ,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,0B853950-D0F5-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-D0F5-69A5-E063-4704A8C07DAC/current
2023-10-05,6794377,"RACECOURSE GARAGE, WILLINGHAM ROAD, MARKET RASEN, MARKET RASEN, LN8 3RE",WILLINGHAM ROAD,,MARKET RASEN,LN8 3RE,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,152AB734-81AA-E651-E063-4704A8C061D9,http://landregistry.data.gov.uk/data/ppi/transaction/152AB734-81AA-E651-E063-4704A8C061D9/current
2024-05-21,595000,"3, BARN OWL CLOSE, MARKET RASEN, MARKET RASEN, LN8 3ZR",BARN OWL CLOSE,,MARKET RASEN,LN8 3ZR,LN8,A,Detached,yes,freehold,WEST LINDSEY,town,no,yes,,38EDC0C3-0D4F-0F63-E063-4704A8C00424,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-0D4F-0F63-E063-4704A8C00424/current
2024-07-23,710000,"CLARE LODGE, GALLAMORE LANE, MARKET RASEN, MARKET RASEN, LN8 3HZ",GALLAMORE LANE,,MARKET RASEN,LN8 3HZ,LN8,A,Detached,no,freehold,WEST LINDSEY,town,no,yes,,3B5CE841-E980-EE3A-E063-4804A8C0D6F1,http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-E980-EE3A-E063-4804A8C0D6F1/current
2024-10-18,560000,"1, OTTER CLOSE, MARKET RASEN, MARKET RASEN, LN8 3ZJ",OTTER CLOSE,,MARKET RASEN,LN8 3ZJ,LN8,A,Detached,yes,freehold,WEST LINDSEY,town,no,yes,,38EDC0C3-0DDC-0F63-E063-4704A8C00424,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-0DDC-0F63-E063-4704A8C00424/current
2024-10-18,600000,"2, KESTREL CLOSE, MARKET RASEN, MARKET RASEN, LN8 3ZS",KESTREL CLOSE,,MARKET RASEN,LN8 3ZS,LN8,A,Detached,yes,freehold,WEST LINDSEY,town,no,yes,,38EDC0C3-0DDE-0F63-E063-4704A8C00424,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-0DDE-0F63-E063-4704A8C00424/current
2025-01-30,550000,"28, FOREST WAY, MARKET RASEN, MARKET RASEN, LN8 3ZH",FOREST WAY,,MARKET RASEN,LN8 3ZH,LN8,A,Detached,yes,freehold,WEST LINDSEY,town,no,yes,,3B5CE841-EA6C-EE3A-E063-4804A8C0D6F1,http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-EA6C-EE3A-E063-4804A8C0D6F1/current
2025-02-12,640000,"COLLEGE FARM, LEGSBY ROAD, MARKET RASEN, MARKET RASEN, LN8 3DZ",LEGSBY ROAD,,MARKET RASEN,LN8 3DZ,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,2F7F2B43-D55C-E08F-E063-4804A8C05A49,http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-D55C-E08F-E063-4804A8C05A49/current
2025-05-14,595000,"3, KESTREL CLOSE, MARKET RASEN, MARKET RASEN, LN8 3ZS",KESTREL CLOSE,,MARKET RASEN,LN8 3ZS,LN8,A,Detached,yes,freehold,WEST LINDSEY,town,no,yes,,5340B1C5-8A8B-8052-E063-4804A8C06EE4,http://landregistry.data.gov.uk/data/ppi/transaction/5340B1C5-8A8B-8052-E063-4804A8C06EE4/current
2015-07-23,1843000,"POPLAR FARM, STOW PARK ROAD, MARTON, GAINSBOROUGH, DN21 5AF",STOW PARK ROAD,MARTON,MARTON,DN21 5AF,DN21,B,Other,no,freehold,WEST LINDSEY,gainsborough_area_out,no,no,category_B_not_full_market_value; non_residential_type_O,21E5FEB7-9EED-2439-E050-A8C06205342E,http://landregistry.data.gov.uk/data/ppi/transaction/21E5FEB7-9EED-2439-E050-A8C06205342E/current
2015-10-28,570000,"NURSERY HOUSE, WILLINGHAM ROAD, MARTON, GAINSBOROUGH, DN21 5BQ",WILLINGHAM ROAD,MARTON,MARTON,DN21 5BQ,DN21,A,Detached,no,freehold,WEST LINDSEY,gainsborough_area_out,no,yes,,2AC10E4F-AF6A-1AF6-E050-A8C063052BA1,http://landregistry.data.gov.uk/data/ppi/transaction/2AC10E4F-AF6A-1AF6-E050-A8C063052BA1/current
2017-10-27,625000,"LITTLE EDEN, GALLAMORE LANE, MIDDLE RASEN, MARKET RASEN, LN8 3UB",GALLAMORE LANE,MIDDLE RASEN,MIDDLE RASEN,LN8 3UB,LN8,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,5F54B81E-2679-2B45-E053-6B04A8C01FB0,http://landregistry.data.gov.uk/data/ppi/transaction/5F54B81E-2679-2B45-E053-6B04A8C01FB0/current
2018-05-24,787500,"MOUNT PLEASANT HOUSE, SOUTH LANE, MIDDLE RASEN, MARKET RASEN, LN8 3LG",SOUTH LANE,MIDDLE RASEN,MIDDLE RASEN,LN8 3LG,LN8,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,726BF13B-AE85-0A46-E053-6C04A8C01D0D,http://landregistry.data.gov.uk/data/ppi/transaction/726BF13B-AE85-0A46-E053-6C04A8C01D0D/current
2018-09-30,629000,"NORTH MOOR FARM, CAISTOR ROAD, MIDDLE RASEN, MARKET RASEN, LN8 3JF",CAISTOR ROAD,MIDDLE RASEN,MIDDLE RASEN,LN8 3JF,LN8,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,79A74E22-9589-1289-E053-6B04A8C01627,http://landregistry.data.gov.uk/data/ppi/transaction/79A74E22-9589-1289-E053-6B04A8C01627/current
2020-08-18,700000,"OAK FARM, SKINNERS LANE, MIDDLE RASEN, MARKET RASEN, LN8 3JD",SKINNERS LANE,MIDDLE RASEN,MIDDLE RASEN,LN8 3JD,LN8,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,BC8936BC-48BC-0E2C-E053-6C04A8C0DBF4,http://landregistry.data.gov.uk/data/ppi/transaction/BC8936BC-48BC-0E2C-E053-6C04A8C0DBF4/current
2021-06-29,715000,"THE WATERMILL, LOW CHURCH ROAD, MIDDLE RASEN, MARKET RASEN, LN8 3TY",LOW CHURCH ROAD,MIDDLE RASEN,MIDDLE RASEN,LN8 3TY,LN8,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,FAC30767-D471-5E20-E053-4704A8C004EE,http://landregistry.data.gov.uk/data/ppi/transaction/FAC30767-D471-5E20-E053-4704A8C004EE/current
2022-08-22,630000,"WILLOUGHBY HOUSE, GAINSBOROUGH ROAD, MIDDLE RASEN, MARKET RASEN, LN8 3JR",GAINSBOROUGH ROAD,MIDDLE RASEN,MIDDLE RASEN,LN8 3JR,LN8,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,F87E72F9-E06C-176C-E053-6B04A8C0D2BE,http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-E06C-176C-E053-6B04A8C0D2BE/current
2022-09-22,615000,"THE PADDOCK, NORTH STREET, MIDDLE RASEN, MARKET RASEN, LN8 3TS",NORTH STREET,MIDDLE RASEN,MIDDLE RASEN,LN8 3TS,LN8,A,Detached,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,yes,,EED73E75-C498-6AF3-E053-6C04A8C08ABA,http://landregistry.data.gov.uk/data/ppi/transaction/EED73E75-C498-6AF3-E053-6C04A8C08ABA/current
2022-11-02,575000,"MULBERRY HOUSE, OLD GALLAMORE LANE, MIDDLE RASEN, MARKET RASEN, LN8 3US",OLD GALLAMORE LANE,MIDDLE RASEN,MIDDLE RASEN,LN8 3US,LN8,A,Detached,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,yes,,F16F63C5-D32F-0491-E053-6C04A8C032ED,http://landregistry.data.gov.uk/data/ppi/transaction/F16F63C5-D32F-0491-E053-6C04A8C032ED/current
2023-08-10,917000,"PROSPECT FARM, SKINNERS LANE, MIDDLE RASEN, MARKET RASEN, LN8 3JD",SKINNERS LANE,MIDDLE RASEN,MIDDLE RASEN,LN8 3JD,LN8,B,Detached,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value,06C9F488-0C34-9388-E063-4804A8C0BD98,http://landregistry.data.gov.uk/data/ppi/transaction/06C9F488-0C34-9388-E063-4804A8C0BD98/current
2023-10-31,750000,"SPRINGFIELD FARM, SOUTH LANE, MIDDLE RASEN, MARKET RASEN, LN8 3LG",SOUTH LANE,MIDDLE RASEN,MIDDLE RASEN,LN8 3LG,LN8,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,0B853950-D09D-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-D09D-69A5-E063-4704A8C07DAC/current
2017-02-15,767000,"COTSWOLD LODGE, STATION ROAD, MOORTOWN, MARKET RASEN, LN7 6HZ",STATION ROAD,MOORTOWN,MOORTOWN,LN7 6HZ,LN7,B,Other,no,freehold,WEST LINDSEY,caistor_north_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O,4C4EE000-48D4-1854-E050-A8C063054F34,http://landregistry.data.gov.uk/data/ppi/transaction/4C4EE000-48D4-1854-E050-A8C063054F34/current
2021-01-14,3127500,"MOORTOWN HOUSE FARM, BRIGG ROAD, MOORTOWN, MARKET RASEN, LN7 6JA",BRIGG ROAD,MOORTOWN,MOORTOWN,LN7 6JA,LN7,B,Other,no,freehold,WEST LINDSEY,caistor_north_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O,D93B27B1-D6C8-3100-E053-6C04A8C08887,http://landregistry.data.gov.uk/data/ppi/transaction/D93B27B1-D6C8-3100-E053-6C04A8C08887/current
2021-11-18,3500000,"ELIOT HOUSE NURSING CARE HOME, 21, CROOKED BILLET STREET, MORTON, GAINSBOROUGH, DN21 3AH",CROOKED BILLET STREET,MORTON,MORTON,DN21 3AH,DN21,B,Other,no,freehold,WEST LINDSEY,gainsborough_area_out,no,no,category_B_not_full_market_value; non_residential_type_O,D4D42646-CA98-27F6-E053-6C04A8C0A572,http://landregistry.data.gov.uk/data/ppi/transaction/D4D42646-CA98-27F6-E053-6C04A8C0A572/current
2022-07-25,621400,"ELIOT HOUSE NURSING CARE HOME, 21, CROOKED BILLET STREET, MORTON, GAINSBOROUGH, DN21 3AH",CROOKED BILLET STREET,MORTON,MORTON,DN21 3AH,DN21,B,Other,no,freehold,WEST LINDSEY,gainsborough_area_out,no,no,category_B_not_full_market_value; non_residential_type_O,1A0C5C63-FB95-7CBE-E063-4804A8C06C96,http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C63-FB95-7CBE-E063-4804A8C06C96/current
2014-02-14,666250,"RICHMOND FARM HOUSE, SUDBROOKE LANE, NETTLEHAM, LINCOLN, LN2 2QQ",SUDBROOKE LANE,NETTLEHAM,NETTLEHAM,LN2 2QQ,LN2,A,Detached,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,595548AE-8AA6-41F2-94D7-01C9A3DB3E0A,http://landregistry.data.gov.uk/data/ppi/transaction/595548AE-8AA6-41F2-94D7-01C9A3DB3E0A/current
2015-05-08,1295900,"SKELTON HOUSE FARM, SCOTHERN ROAD, NETTLEHAM, LINCOLN, LN2 2TU",SCOTHERN ROAD,NETTLEHAM,NETTLEHAM,LN2 2TU,LN2,B,Other,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,no,category_B_not_full_market_value; non_residential_type_O,21E5FEB7-52FE-2439-E050-A8C06205342E,http://landregistry.data.gov.uk/data/ppi/transaction/21E5FEB7-52FE-2439-E050-A8C06205342E/current
2015-07-10,575000,"19, MILL HILL, NETTLEHAM, LINCOLN, LN2 2RJ",MILL HILL,NETTLEHAM,NETTLEHAM,LN2 2RJ,LN2,B,Detached,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,no,category_B_not_full_market_value,21E5FEB7-4F69-2439-E050-A8C06205342E,http://landregistry.data.gov.uk/data/ppi/transaction/21E5FEB7-4F69-2439-E050-A8C06205342E/current
2015-11-20,550000,"52, WASHDYKE LANE, NETTLEHAM, LINCOLN, LN2 2PY",WASHDYKE LANE,NETTLEHAM,NETTLEHAM,LN2 2PY,LN2,A,Detached,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,25EA59F9-E52F-4D50-E050-A8C0630562D0,http://landregistry.data.gov.uk/data/ppi/transaction/25EA59F9-E52F-4D50-E050-A8C0630562D0/current
2015-12-03,580000,"THE OLD BARN, SUDBROOKE LANE, NETTLEHAM, LINCOLN, LN2 2QQ",SUDBROOKE LANE,NETTLEHAM,NETTLEHAM,LN2 2QQ,LN2,A,Detached,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,288DCE29-55EB-E510-E050-A8C06205480E,http://landregistry.data.gov.uk/data/ppi/transaction/288DCE29-55EB-E510-E050-A8C06205480E/current
2016-11-01,740000,"NORTHFIELD FARM, SCOTHERN ROAD, NETTLEHAM, LINCOLN, LN2 2TX",SCOTHERN ROAD,NETTLEHAM,NETTLEHAM,LN2 2TX,LN2,B,Other,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,no,category_B_not_full_market_value; non_residential_type_O,42A5A70A-1EEF-56E8-E050-A8C06205331E,http://landregistry.data.gov.uk/data/ppi/transaction/42A5A70A-1EEF-56E8-E050-A8C06205331E/current
2017-06-29,630000,"ROSWILL, LINCOLN ROAD, NETTLEHAM, LINCOLN, LN2 2NF",LINCOLN ROAD,NETTLEHAM,NETTLEHAM,LN2 2NF,LN2,A,Detached,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,55BDCAE6-21C5-521D-E053-6B04A8C0DD7A,http://landregistry.data.gov.uk/data/ppi/transaction/55BDCAE6-21C5-521D-E053-6B04A8C0DD7A/current
2018-01-03,1290000,"36, BAKER DRIVE, NETTLEHAM, LINCOLN, LN2 2FR",BAKER DRIVE,NETTLEHAM,NETTLEHAM,LN2 2FR,LN2,B,Other,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,no,category_B_not_full_market_value; non_residential_type_O,A2479555-D3A4-74C7-E053-6B04A8C0887D,http://landregistry.data.gov.uk/data/ppi/transaction/A2479555-D3A4-74C7-E053-6B04A8C0887D/current
2018-10-17,682500,"3, THE VINEYARD, NETTLEHAM, LINCOLN, LN2 2FN",THE VINEYARD,NETTLEHAM,NETTLEHAM,LN2 2FN,LN2,A,Detached,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,8355F009-235D-55C5-E053-6B04A8C0D090,http://landregistry.data.gov.uk/data/ppi/transaction/8355F009-235D-55C5-E053-6B04A8C0D090/current
2018-12-21,940000,"36, BAKER DRIVE, NETTLEHAM, LINCOLN, LN2 2FR",BAKER DRIVE,NETTLEHAM,NETTLEHAM,LN2 2FR,LN2,B,Other,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,no,category_B_not_full_market_value; non_residential_type_O,A2479555-D3A3-74C7-E053-6B04A8C0887D,http://landregistry.data.gov.uk/data/ppi/transaction/A2479555-D3A3-74C7-E053-6B04A8C0887D/current
2019-08-30,740000,"RICHMOND FARM HOUSE, SUDBROOKE LANE, NETTLEHAM, LINCOLN, LN2 2QQ",SUDBROOKE LANE,NETTLEHAM,NETTLEHAM,LN2 2QQ,LN2,A,Detached,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,93E6821E-7971-40FD-E053-6B04A8C0C1DF,http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-7971-40FD-E053-6B04A8C0C1DF/current
2021-02-22,630000,"STUDIO 2, DEEPDALE ENTERPRISE PARK, NETTLEHAM, LINCOLN, LN2 2LL",DEEPDALE ENTERPRISE PARK,NETTLEHAM,NETTLEHAM,LN2 2LL,LN2,B,Other,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,no,category_B_not_full_market_value; non_residential_type_O,C3C3F9B6-AEFA-362B-E053-6B04A8C03ACC,http://landregistry.data.gov.uk/data/ppi/transaction/C3C3F9B6-AEFA-362B-E053-6B04A8C03ACC/current
2021-04-15,580000,"2, CRICKETS DRIVE, NETTLEHAM, LINCOLN, LN2 2GS",CRICKETS DRIVE,NETTLEHAM,NETTLEHAM,LN2 2GS,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,CB0035E5-F3FE-58AE-E053-6B04A8C091AF,http://landregistry.data.gov.uk/data/ppi/transaction/CB0035E5-F3FE-58AE-E053-6B04A8C091AF/current
2021-04-23,580000,"5, CRICKETS DRIVE, NETTLEHAM, LINCOLN, LN2 2GS",CRICKETS DRIVE,NETTLEHAM,NETTLEHAM,LN2 2GS,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,D707E535-84CB-0AD9-E053-6B04A8C067CC,http://landregistry.data.gov.uk/data/ppi/transaction/D707E535-84CB-0AD9-E053-6B04A8C067CC/current
2021-06-25,570000,"4, CRICKETS DRIVE, NETTLEHAM, LINCOLN, LN2 2GS",CRICKETS DRIVE,NETTLEHAM,NETTLEHAM,LN2 2GS,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,D707E535-84FD-0AD9-E053-6B04A8C067CC,http://landregistry.data.gov.uk/data/ppi/transaction/D707E535-84FD-0AD9-E053-6B04A8C067CC/current
2021-06-28,585000,"1, CRICKETS DRIVE, NETTLEHAM, LINCOLN, LN2 2GS",CRICKETS DRIVE,NETTLEHAM,NETTLEHAM,LN2 2GS,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,D707E535-8519-0AD9-E053-6B04A8C067CC,http://landregistry.data.gov.uk/data/ppi/transaction/D707E535-8519-0AD9-E053-6B04A8C067CC/current
2021-09-28,705000,"16, THE GREEN, NETTLEHAM, LINCOLN, LN2 2NR",THE GREEN,NETTLEHAM,NETTLEHAM,LN2 2NR,LN2,A,Detached,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,EED73E75-C747-6AF3-E053-6C04A8C08ABA,http://landregistry.data.gov.uk/data/ppi/transaction/EED73E75-C747-6AF3-E053-6C04A8C08ABA/current
2021-12-17,675000,"10, CRICKETS DRIVE, NETTLEHAM, LINCOLN, LN2 2GS",CRICKETS DRIVE,NETTLEHAM,NETTLEHAM,LN2 2GS,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,F87E72F9-1C21-176C-E053-6B04A8C0D2BE,http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-1C21-176C-E053-6B04A8C0D2BE/current
2022-02-03,625000,"7, CRICKETS DRIVE, NETTLEHAM, LINCOLN, LN2 2GS",CRICKETS DRIVE,NETTLEHAM,NETTLEHAM,LN2 2GS,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,F87E72F9-1C58-176C-E053-6B04A8C0D2BE,http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-1C58-176C-E053-6B04A8C0D2BE/current
2022-03-24,585000,"3, CRICKETS DRIVE, NETTLEHAM, LINCOLN, LN2 2GS",CRICKETS DRIVE,NETTLEHAM,NETTLEHAM,LN2 2GS,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,F87E72F9-1C6D-176C-E053-6B04A8C0D2BE,http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-1C6D-176C-E053-6B04A8C0D2BE/current
2022-04-01,785000,"51A, WASHDYKE LANE, NETTLEHAM, LINCOLN, LN2 2PX",WASHDYKE LANE,NETTLEHAM,NETTLEHAM,LN2 2PX,LN2,A,Detached,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,06C9F487-83E6-9388-E063-4804A8C0BD98,http://landregistry.data.gov.uk/data/ppi/transaction/06C9F487-83E6-9388-E063-4804A8C0BD98/current
2022-04-05,640000,"8, CRICKETS DRIVE, NETTLEHAM, LINCOLN, LN2 2GS",CRICKETS DRIVE,NETTLEHAM,NETTLEHAM,LN2 2GS,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,F87E72F9-1C7E-176C-E053-6B04A8C0D2BE,http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-1C7E-176C-E053-6B04A8C0D2BE/current
2022-04-22,605000,"6, CRICKETS DRIVE, NETTLEHAM, LINCOLN, LN2 2GS",CRICKETS DRIVE,NETTLEHAM,NETTLEHAM,LN2 2GS,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,F87E72F9-1CB4-176C-E053-6B04A8C0D2BE,http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-1CB4-176C-E053-6B04A8C0D2BE/current
2022-05-11,600000,"27, HIGH STREET, NETTLEHAM, LINCOLN, LN2 2PL",HIGH STREET,NETTLEHAM,NETTLEHAM,LN2 2PL,LN2,A,Detached,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,EC7AD099-D902-9200-E053-6C04A8C0E306,http://landregistry.data.gov.uk/data/ppi/transaction/EC7AD099-D902-9200-E053-6C04A8C0E306/current
2022-06-06,585000,"1, HONEYSUCKLE CLOSE, NETTLEHAM, LINCOLN, LN2 2GU",HONEYSUCKLE CLOSE,NETTLEHAM,NETTLEHAM,LN2 2GU,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,F87E72F9-1C9B-176C-E053-6B04A8C0D2BE,http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-1C9B-176C-E053-6B04A8C0D2BE/current
2022-06-16,590000,"3, HONEYSUCKLE CLOSE, NETTLEHAM, LINCOLN, LN2 2GU",HONEYSUCKLE CLOSE,NETTLEHAM,NETTLEHAM,LN2 2GU,LN2,A,Detached,yes,freehold,WEST LINDSEY,lincoln_north_villages,yes,yes,,F87E72F9-1CA1-176C-E053-6B04A8C0D2BE,http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-1CA1-176C-E053-6B04A8C0D2BE/current
2022-07-06,834000,"RICHMOND HOUSE, DEEPDALE ENTERPRISE PARK, NETTLEHAM, LINCOLN, LN2 2LL",DEEPDALE ENTERPRISE PARK,NETTLEHAM,NETTLEHAM,LN2 2LL,LN2,B,Other,no,freehold,WEST LINDSEY,lincoln_north_villages,yes,no,category_B_not_full_market_value; non_residential_type_O,E53EDD2E-AA39-83EC-E053-6B04A8C03A59,http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2E-AA39-83EC-E053-6B04A8C03A59/current
